vector,occurrence_id,source_type,location_type,polygon_admin,latitude,longitude,year,country,country_id,gaul_ad0,status
Aedes albopictus,34562,unpublished,point,-999,23.23,120.19,2006,Taiwan,TWN,886,
Aedes albopictus,34563,unpublished,point,-999,22.69,120.54,2006,Taiwan,TWN,886,
Aedes albopictus,34564,unpublished,point,-999,22.96,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34547,unpublished,point,-999,23.0,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34546,unpublished,point,-999,22.03,120.71,2006,Taiwan,TWN,886,
Aedes albopictus,34545,unpublished,point,-999,22.07,120.72,2006,Taiwan,TWN,886,
Aedes albopictus,34544,unpublished,point,-999,21.97,120.76,2006,Taiwan,TWN,886,
Aedes albopictus,34527,unpublished,point,-999,23.3,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34526,unpublished,point,-999,22.86,120.57,2006,Taiwan,TWN,886,
Aedes albopictus,34528,unpublished,point,-999,22.88,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34529,unpublished,point,-999,22.67,120.41,2006,Taiwan,TWN,886,
Aedes albopictus,34530,unpublished,point,-999,22.98,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34531,unpublished,point,-999,23.32,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34532,unpublished,point,-999,23.07,120.1,2006,Taiwan,TWN,886,
Aedes albopictus,34533,unpublished,point,-999,23.32,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34565,unpublished,point,-999,23.04,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34534,unpublished,point,-999,22.99,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34536,unpublished,point,-999,22.68,120.41,2006,Taiwan,TWN,886,
Aedes albopictus,34537,unpublished,point,-999,22.99,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34538,unpublished,point,-999,23.06,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34539,unpublished,point,-999,22.99,120.47,2006,Taiwan,TWN,886,
Aedes albopictus,34540,unpublished,point,-999,23.03,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34541,unpublished,point,-999,23.0,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34542,unpublished,point,-999,22.01,120.71,2006,Taiwan,TWN,886,
Aedes albopictus,34543,unpublished,point,-999,22.08,120.73,2006,Taiwan,TWN,886,
Aedes albopictus,34535,unpublished,point,-999,23.02,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34524,unpublished,point,-999,23.31,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34566,unpublished,point,-999,23.0,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34568,unpublished,point,-999,22.2,120.7,2006,Taiwan,TWN,886,
Aedes albopictus,34591,unpublished,point,-999,22.51,120.38,2006,Taiwan,TWN,886,
Aedes albopictus,34592,unpublished,point,-999,22.78,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34593,unpublished,point,-999,22.79,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34594,unpublished,point,-999,22.5,120.38,2006,Taiwan,TWN,886,
Aedes albopictus,34595,unpublished,point,-999,22.39,120.72,2006,Taiwan,TWN,886,
Aedes albopictus,34596,unpublished,point,-999,22.34,120.75,2006,Taiwan,TWN,886,
Aedes albopictus,34597,unpublished,point,-999,22.45,120.72,2006,Taiwan,TWN,886,
Aedes albopictus,34598,unpublished,point,-999,22.42,120.71,2006,Taiwan,TWN,886,
Aedes albopictus,34599,unpublished,point,-999,22.5,120.52,2006,Taiwan,TWN,886,
Aedes albopictus,34600,unpublished,point,-999,22.14,120.7,2006,Taiwan,TWN,886,
Aedes albopictus,34601,unpublished,point,-999,22.38,120.6,2006,Taiwan,TWN,886,
Aedes albopictus,34602,unpublished,point,-999,22.36,120.61,2006,Taiwan,TWN,886,
Aedes albopictus,34603,unpublished,point,-999,22.54,120.51,2006,Taiwan,TWN,886,
Aedes albopictus,34604,unpublished,point,-999,22.33,120.62,2006,Taiwan,TWN,886,
Aedes albopictus,34605,unpublished,point,-999,22.39,120.56,2006,Taiwan,TWN,886,
Aedes albopictus,34606,unpublished,point,-999,22.35,120.66,2006,Taiwan,TWN,886,
Aedes albopictus,34477,unpublished,point,-999,22.67,120.46,2006,Taiwan,TWN,886,
Aedes albopictus,34590,unpublished,point,-999,22.5,120.4,2006,Taiwan,TWN,886,
Aedes albopictus,34589,unpublished,point,-999,23.18,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34588,unpublished,point,-999,22.89,120.5,2006,Taiwan,TWN,886,
Aedes albopictus,34587,unpublished,point,-999,22.85,120.5,2006,Taiwan,TWN,886,
Aedes albopictus,34569,unpublished,point,-999,22.19,120.69,2006,Taiwan,TWN,886,
Aedes albopictus,34570,unpublished,point,-999,23.26,120.19,2006,Taiwan,TWN,886,
Aedes albopictus,34571,unpublished,point,-999,23.19,120.26,2006,Taiwan,TWN,886,
Aedes albopictus,34572,unpublished,point,-999,23.21,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34573,unpublished,point,-999,23.29,120.14,2006,Taiwan,TWN,886,
Aedes albopictus,34574,unpublished,point,-999,23.18,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34575,unpublished,point,-999,22.7,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34576,unpublished,point,-999,23.27,120.13,2006,Taiwan,TWN,886,
Aedes albopictus,34567,unpublished,point,-999,22.23,120.8,2006,Taiwan,TWN,886,
Aedes albopictus,34577,unpublished,point,-999,22.92,120.19,2006,Taiwan,TWN,886,
Aedes albopictus,34579,unpublished,point,-999,22.99,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34580,unpublished,point,-999,23.15,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34581,unpublished,point,-999,22.99,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34582,unpublished,point,-999,22.88,120.49,2006,Taiwan,TWN,886,
Aedes albopictus,34583,unpublished,point,-999,23.07,120.67,2006,Taiwan,TWN,886,
Aedes albopictus,34584,unpublished,point,-999,22.5,120.39,2006,Taiwan,TWN,886,
Aedes albopictus,34585,unpublished,point,-999,22.51,120.38,2006,Taiwan,TWN,886,
Aedes albopictus,34586,unpublished,point,-999,22.97,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34578,unpublished,point,-999,23.06,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34476,unpublished,point,-999,22.65,120.51,2006,Taiwan,TWN,886,
Aedes albopictus,34475,unpublished,point,-999,22.71,120.52,2006,Taiwan,TWN,886,
Aedes albopictus,34474,unpublished,point,-999,22.65,120.5,2006,Taiwan,TWN,886,
Aedes albopictus,34321,unpublished,point,-999,23.12,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34320,unpublished,point,-999,22.63,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34319,unpublished,point,-999,23.09,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34318,unpublished,point,-999,23.16,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34317,unpublished,point,-999,22.5,120.39,2006,Taiwan,TWN,886,
Aedes albopictus,34316,unpublished,point,-999,23.2,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34322,unpublished,point,-999,23.19,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34315,unpublished,point,-999,23.21,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34313,unpublished,point,-999,23.13,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34312,unpublished,point,-999,23.1,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34311,unpublished,point,-999,23.0,120.64,2006,Taiwan,TWN,886,
Aedes albopictus,34310,unpublished,point,-999,22.87,120.63,2006,Taiwan,TWN,886,
Aedes albopictus,34309,unpublished,point,-999,22.64,120.5,2006,Taiwan,TWN,886,
Aedes albopictus,34308,unpublished,point,-999,22.65,120.49,2006,Taiwan,TWN,886,
Aedes albopictus,34314,unpublished,point,-999,23.27,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34307,unpublished,point,-999,22.99,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34323,unpublished,point,-999,23.17,120.26,2006,Taiwan,TWN,886,
Aedes albopictus,34325,unpublished,point,-999,22.92,120.5,2006,Taiwan,TWN,886,
Aedes albopictus,34339,unpublished,point,-999,23.17,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34338,unpublished,point,-999,23.16,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34337,unpublished,point,-999,23.15,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34336,unpublished,point,-999,23.0,120.56,2006,Taiwan,TWN,886,
Aedes albopictus,34335,unpublished,point,-999,23.14,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34334,unpublished,point,-999,23.19,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34324,unpublished,point,-999,23.22,120.19,2006,Taiwan,TWN,886,
Aedes albopictus,34333,unpublished,point,-999,23.12,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34331,unpublished,point,-999,23.14,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34330,unpublished,point,-999,23.25,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34329,unpublished,point,-999,23.24,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34328,unpublished,point,-999,23.16,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34327,unpublished,point,-999,23.12,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34326,unpublished,point,-999,23.11,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34332,unpublished,point,-999,23.05,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34340,unpublished,point,-999,22.81,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34306,unpublished,point,-999,23.0,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34304,unpublished,point,-999,22.62,120.38,2006,Taiwan,TWN,886,
Aedes albopictus,34285,unpublished,point,-999,22.66,120.45,2006,Taiwan,TWN,886,
Aedes albopictus,34284,unpublished,point,-999,22.7,120.51,2006,Taiwan,TWN,886,
Aedes albopictus,34283,unpublished,point,-999,22.67,120.49,2006,Taiwan,TWN,886,
Aedes albopictus,34282,unpublished,point,-999,22.99,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34281,unpublished,point,-999,22.98,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34280,unpublished,point,-999,23.02,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34286,unpublished,point,-999,23.01,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34279,unpublished,point,-999,23.27,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34277,unpublished,point,-999,22.94,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34276,unpublished,point,-999,22.97,120.26,2006,Taiwan,TWN,886,
Aedes albopictus,34275,unpublished,point,-999,22.92,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34274,unpublished,point,-999,22.76,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34273,unpublished,point,-999,23.38,120.37,2006,Taiwan,TWN,886,
Aedes albopictus,34272,unpublished,point,-999,22.67,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34278,unpublished,point,-999,22.62,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34305,unpublished,point,-999,23.1,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34287,unpublished,point,-999,22.79,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34289,unpublished,point,-999,22.73,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34303,unpublished,point,-999,23.04,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34302,unpublished,point,-999,23.3,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34301,unpublished,point,-999,23.33,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34414,unpublished,point,-999,23.17,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34299,unpublished,point,-999,23.32,120.26,2006,Taiwan,TWN,886,
Aedes albopictus,34298,unpublished,point,-999,22.8,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34288,unpublished,point,-999,23.03,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34297,unpublished,point,-999,23.0,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34295,unpublished,point,-999,23.06,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34294,unpublished,point,-999,23.02,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34293,unpublished,point,-999,23.3,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34292,unpublished,point,-999,23.3,120.24,2006,Taiwan,TWN,886,
Aedes albopictus,34291,unpublished,point,-999,22.57,120.43,2006,Taiwan,TWN,886,
Aedes albopictus,34290,unpublished,point,-999,22.59,120.43,2006,Taiwan,TWN,886,
Aedes albopictus,34296,unpublished,point,-999,22.64,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34271,unpublished,point,-999,22.62,120.41,2006,Taiwan,TWN,886,
Aedes albopictus,34341,unpublished,point,-999,23.17,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34343,unpublished,point,-999,23.11,120.63,2006,Taiwan,TWN,886,
Aedes albopictus,34393,unpublished,point,-999,23.0,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34392,unpublished,point,-999,22.98,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34391,unpublished,point,-999,22.98,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34390,unpublished,point,-999,22.69,120.36,2006,Taiwan,TWN,886,
Aedes albopictus,34389,unpublished,point,-999,22.64,120.26,2006,Taiwan,TWN,886,
Aedes albopictus,34388,unpublished,point,-999,23.06,120.14,2006,Taiwan,TWN,886,
Aedes albopictus,34394,unpublished,point,-999,23.16,120.16,2006,Taiwan,TWN,886,
Aedes albopictus,34387,unpublished,point,-999,22.97,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34385,unpublished,point,-999,23.18,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34384,unpublished,point,-999,22.77,120.36,2006,Taiwan,TWN,886,
Aedes albopictus,34383,unpublished,point,-999,22.64,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34382,unpublished,point,-999,23.09,120.54,2006,Taiwan,TWN,886,
Aedes albopictus,34381,unpublished,point,-999,23.08,120.5,2006,Taiwan,TWN,886,
Aedes albopictus,34380,unpublished,point,-999,23.18,120.49,2006,Taiwan,TWN,886,
Aedes albopictus,34386,unpublished,point,-999,23.12,120.46,2006,Taiwan,TWN,886,
Aedes albopictus,34379,unpublished,point,-999,22.63,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34395,unpublished,point,-999,22.97,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34397,unpublished,point,-999,22.99,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34411,unpublished,point,-999,23.14,120.4,2006,Taiwan,TWN,886,
Aedes albopictus,34410,unpublished,point,-999,23.14,120.39,2006,Taiwan,TWN,886,
Aedes albopictus,34409,unpublished,point,-999,23.17,120.59,2006,Taiwan,TWN,886,
Aedes albopictus,34408,unpublished,point,-999,23.08,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34407,unpublished,point,-999,22.68,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34406,unpublished,point,-999,23.03,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34396,unpublished,point,-999,22.58,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34405,unpublished,point,-999,23.05,120.41,2006,Taiwan,TWN,886,
Aedes albopictus,34403,unpublished,point,-999,22.99,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34402,unpublished,point,-999,22.68,120.51,2006,Taiwan,TWN,886,
Aedes albopictus,34401,unpublished,point,-999,22.98,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34400,unpublished,point,-999,23.07,120.13,2006,Taiwan,TWN,886,
Aedes albopictus,34399,unpublished,point,-999,23.03,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34398,unpublished,point,-999,23.04,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34404,unpublished,point,-999,22.96,120.23,2006,Taiwan,TWN,886,
Aedes albopictus,34342,unpublished,point,-999,23.12,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34378,unpublished,point,-999,22.87,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34376,unpublished,point,-999,23.11,120.47,2006,Taiwan,TWN,886,
Aedes albopictus,34357,unpublished,point,-999,23.07,120.33,2006,Taiwan,TWN,886,
Aedes albopictus,34356,unpublished,point,-999,23.1,120.36,2006,Taiwan,TWN,886,
Aedes albopictus,34355,unpublished,point,-999,23.05,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34354,unpublished,point,-999,22.99,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34353,unpublished,point,-999,23.14,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34352,unpublished,point,-999,23.19,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34358,unpublished,point,-999,22.76,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34351,unpublished,point,-999,23.13,120.33,2006,Taiwan,TWN,886,
Aedes albopictus,34349,unpublished,point,-999,23.14,120.33,2006,Taiwan,TWN,886,
Aedes albopictus,34348,unpublished,point,-999,23.14,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34347,unpublished,point,-999,22.76,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34346,unpublished,point,-999,23.17,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34345,unpublished,point,-999,23.15,120.27,2006,Taiwan,TWN,886,
Aedes albopictus,34344,unpublished,point,-999,23.18,120.22,2006,Taiwan,TWN,886,
Aedes albopictus,34350,unpublished,point,-999,23.15,120.33,2006,Taiwan,TWN,886,
Aedes albopictus,34377,unpublished,point,-999,23.09,120.47,2006,Taiwan,TWN,886,
Aedes albopictus,34359,unpublished,point,-999,22.99,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34361,unpublished,point,-999,23.13,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34375,unpublished,point,-999,22.78,120.38,2006,Taiwan,TWN,886,
Aedes albopictus,34374,unpublished,point,-999,23.16,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34373,unpublished,point,-999,23.15,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34372,unpublished,point,-999,22.79,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34371,unpublished,point,-999,23.17,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34370,unpublished,point,-999,23.19,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34360,unpublished,point,-999,23.13,120.17,2006,Taiwan,TWN,886,
Aedes albopictus,34369,unpublished,point,-999,23.19,120.18,2006,Taiwan,TWN,886,
Aedes albopictus,34367,unpublished,point,-999,23.04,120.48,2006,Taiwan,TWN,886,
Aedes albopictus,34366,unpublished,point,-999,22.96,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34365,unpublished,point,-999,23.13,120.52,2006,Taiwan,TWN,886,
Aedes albopictus,34364,unpublished,point,-999,23.2,120.52,2006,Taiwan,TWN,886,
Aedes albopictus,34363,unpublished,point,-999,23.08,120.36,2006,Taiwan,TWN,886,
Aedes albopictus,34362,unpublished,point,-999,23.09,120.38,2006,Taiwan,TWN,886,
Aedes albopictus,34368,unpublished,point,-999,23.1,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34413,unpublished,point,-999,23.03,120.14,2006,Taiwan,TWN,886,
Aedes albopictus,34270,unpublished,point,-999,22.79,120.32,2006,Taiwan,TWN,886,
Aedes albopictus,34268,unpublished,point,-999,22.94,120.25,2006,Taiwan,TWN,886,
Aedes albopictus,34214,unpublished,point,-999,22.98,120.21,2006,Taiwan,TWN,886,
Aedes albopictus,34213,unpublished,point,-999,22.79,120.28,2006,Taiwan,TWN,886,
Aedes albopictus,34212,unpublished,point,-999,23.24,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34211,unpublished,point,-999,23.07,120.15,2006,Taiwan,TWN,886,
Aedes albopictus,34210,unpublished,point,-999,23.01,120.2,2006,Taiwan,TWN,886,
Aedes albopictus,34209,unpublished,point,-999,23.15,120.48,2006,Taiwan,TWN,886,
Aedes albopictus,34215,unpublished,point,-999,22.55,120.54,2006,Taiwan,TWN,886,
Aedes albopictus,34208,unpublished,point,-999,23.14,120.46,2006,Taiwan,TWN,886,
Aedes albopictus,34206,unpublished,point,-999,23.17,120.19,2006,Taiwan,TWN,886,
Aedes albopictus,34205,unpublished,point,-999,22.74,120.33,2006,Taiwan,TWN,886,
Aedes albopictus,34204,unpublished,point,-999,23.14,120.16,2006,Taiwan,TWN,886,
Aedes albopictus,34203,unpublished,point,-999,23.14,120.11,2006,Taiwan,TWN,886,
Aedes albopictus,34202,unpublished,point,-999,22.69,120.43,2006,Taiwan,TWN,886,
Aedes albopictus,34201,unpublished,point,-999,22.72,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34207,unpublished,point,-999,23.1,120.44,2006,Taiwan,TWN,886,
Aedes albopictus,34200,unpublished,point,-999,22.93,120.51,2006,Taiwan,TWN,886,
Aedes albopictus,34216,unpublished,point,-999,22.68,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34451,unpublished,point,-999,22.91,120.29,2006,Taiwan,TWN,886,
Aedes albopictus,34228,unpublished,point,-999,23.04,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34227,unpublished,point,-999,23.04,120.3,2006,Taiwan,TWN,886,
Aedes albopictus,34226,unpublished,point,-999,23.05,120.31,2006,Taiwan,TWN,886,
Aedes albopictus,34225,unpublished,point,-999,23.03,120.45,2006,Taiwan,TWN,886,
Aedes albopictus,34224,unpublished,point,-999,23.24,120.33,2006,Taiwan,TWN,886,
Aedes albopictus,34448,unpublished,point,-999,22.92,120.28,2006,Taiwan,TWN,886,
